title,content,date,source,id,keyword/weight
曼陀罗可种不可滥用,"＜正＞ 曼陀罗,又名风茄,为茄科一年生草本植物。我国西南至东南部都有分布,它繁殖力强,易栽培。其花、叶、种子皆可入药,有麻醉、止痛、镇咳平喘、祛风湿的功效。也有人用它制作诱捕鱼鳖等水生物的麻醉剂。近年,美国国家实验室的生化专家们发现,它能帮助处理核废料,清除核污染。因此,曼陀罗 ",1995/2/15,农村百事通,cnki8117,曼陀罗|1.0
营口一次百年一遇大冰雹天气过程分析,"利用常规气象资料,卫星、营口S波段多普勒天气雷达资料等,对2013年6月3日发生在东北冷涡背景下的一次大冰雹过程进行分析。结果表明:（1）在高空东北冷涡环流背景下,高层干冷、低层暖湿的层结配置形成了大气层结不稳定,较强的垂直风切变和适宜的0℃、-20℃层高度有利于强冰雹天气的发生。（2）产生大冰雹的对流风暴是一个超级单体强雹暴。该风暴在反射率因子图上具有高悬的强回波、弱回波区、钩状回波等特征;在径向速度图上具有风暴顶辐散、中层径向辐合、中气旋等特征;在反射率因子和径向速度图上均可以看到三体散射的存在;同时较高的VIL含量和密度也预示了大冰雹的出现。 ",2018/5/15,陕西气象,cnki81170,冰雹|1.0
安徽省城市产业结构对雾霾影响的实证研究,"安徽省作为中部崛起的省份,合肥、马鞍山、淮南、蚌埠、安庆、淮北、芜湖等老工业区过去一直沿用高能耗、高效率的粗犷式工业经济发展模式,造成安徽省雾霾污染状况不断加重。依照EKC曲线（环境库茨涅茨倒U曲线）等相关理论和假说,运用区位商法和主成分分析法,分析出安徽省主导产业以及安徽省雾霾污染综合指数。通过选取安徽省2009—2017年16个地级市的产业结构面板数据采取实证研究,深入探究安徽省产业结构、对外贸易系数、工业污染控制、外国直接投资（FDI）、国民生产总值等因素是否对雾霾污染造成显著影响,同时安徽省应在大力发展清洁新能源产业、增加治理雾霾污染投资等措施来缓解安徽省雾霾污染的现状,通过调整产业结构达到升级优化目的。 ",2019/9/15,山东农业工程学院学报,cnki81171,雾霾|1.0
黄河三角洲盐生植被演替与土壤细菌群落结构的关系,"研究黄河三角洲光板地和4种盐生植被（翅碱蓬、獐茅、白茅和罗布麻）下土壤细菌群落组成,揭示其与盐生植被演替的关系。利用细菌16S r DNA基因文库方法,构建系统发育树,在5个文库中各挑选180个阳性克隆子进行序列测定,并对数据进行统计分析。从光板地、翅碱蓬、獐茅、白茅和罗布麻5个文库中分别得到121、132、150、159、155条有效序列。重盐土壤（翅碱蓬土壤、獐茅土壤）细菌有着最高的Shannon指数和最低的Simpson优势度指数。土壤中检测到变形菌门（Proteobacteria）、拟杆菌门（Bacteroidetes）、酸杆菌门（Acidobacteria）等,共8门。其中变形菌门在5种土样中相对丰度为21.06%,拟杆菌门为11.16%,其他细菌相对丰度皆未超过10%。5种覆被类型下土壤细菌在种群组成上差异明显,但均匀度与丰富度差异较小,变形菌为所研究5种土壤中的优势菌群。当盐生植被处于相同演替阶段时,土壤细菌群落结构具有更大相似性;在不同演替阶段时,土壤细菌群落结构差别较大。 ",2015/12/6,土壤通报,cnki81174,白茅|1.0
内江市2016年登革热媒介白纹伊蚊监测分析,"目的了解内江市登革热媒介白纹伊蚊幼虫和成蚊密度的季节性消长规律,为指导登革热的防控提供科学依据。方法在5—10月的每月中旬对监测点进行现场监测,采用布雷图指数法（BI）、容器指数法（CI）和房屋指数（HI）监测白纹伊蚊幼虫密度,采用双层叠帐法监测白纹伊蚊成蚊密度。结果 2016年内江市白纹伊蚊幼虫密度呈单峰型,峰值在7月（BI=27.5、CI=11.25、HI=22.50）;闲置容器的CI最高,为21.05。成蚊季节消长呈单峰型,峰值在6月,叮咬指数为3.75只/人工小时;废旧轮胎堆放处的白纹伊蚊密度最高,达7.83只/人工小时。结论内江市白纹伊蚊种群密度较高,一旦有登革热输入性病例,可能造成疫情扩散,应加强监测和环境整治以及开展健康教育等工作,预防病例输入而引起的暴发流行。 ",2017/12/20,中华卫生杀虫药械,cnki81176,白纹伊蚊|1.0
《中国药典》2020年版软体动物门药用动物养殖研究进展,目的：分析《中华人民共和国药典》（以下简称《中国药典》）2020年版软体动物门药用动物养殖的研究现状，为《中国药典》2025年版软体动物门药用动物养殖情况提供依据。方法：通过统计《中国药典》2020年版对软体动物门药用动物的收载情况，以及通过比较近年来文献报道收载的药用动物的养殖状况，对收载动物的地理分布与栖息环境，生活习性与活动规律，养殖技术中养殖方法与设施、饲养饵料、疾病防治进行分类对比。结果：《中国药典》2020年版共收载软体动物门7类，其中包括药用动物19种，具有养殖情况的12种，药用部位是外壳（贝壳）、珍珠或内壳（海螵蛸）。结论：根据《中国药典》2015年版所记载软体动物门中药用动物的养殖情况有所增加，其中皱纹盘鲍、三角帆蚌养殖技术成熟，文蛤、青蛤、金乌贼、泥蚶、长牡蛎的养殖达到扩养状态，无针乌贼、毛蚶、近江牡蛎是试养状态。为软体动物门药用动物的可持续发展提供保证和基础。 ,2022/5/19,中国现代中药,cnki81181,长牡蛎|1.0
温室白粉虱对大型有毒真菌的毒性反应研究,"温室白粉虱（Trialeurodes vaporariorum Westwood）,是我国大多数地区常见的瓜果、蔬菜以及花卉害虫,为害的植物种类多种多样,对我国的瓜果、蔬菜以及花卉种植业危害严重。本研究对辽宁省、河南省局部地区以及新疆部分地区现有的大型真菌进行了采集、鉴定;通过菌丝体深层发酵,扩繁出供试大型有毒真菌菌丝体,制成具有杀虫功效的粗毒蕈毒素,在沈阳大学微生物实验室内对温室白粉虱的成虫和1龄若虫进行了毒杀试验,得到了理想的杀虫效果,结果如下:1.笔者采集的到大型真菌共116种,其中包括有毒大型真菌23种,无毒大型真菌93种。选择23种有毒大型真菌培养,制备其粗毒蕈毒素,进行温室白粉虱成虫杀虫预实验。实验结果表明选用的23种大型有毒真菌的粗毒蕈毒素对温室白粉虱成虫均有一定的毒杀作用,其中有五种粗毒蕈毒素对温室白粉虱成虫致死率达到的90%以上,它们依次为:豹斑毒鹅膏菌（Amanita pantherina（DC.:Fr.）Schrmm.）、鳞柄白毒鹅膏菌（Amanita virosa Lam.:Fr.）、半卵形斑褶菇（Anellaria semiovata）、黄盖鹅膏菌（Amani... ",2018/12/28,沈阳大学,cnki81661,温室白粉虱|1.0
基于MODIS NDVI与植被降水利用率的山西省土地退化遥感监测分析,"社会经济在不断地发展,同时也引起了诸多的环境问题,土地退化成为当前影响世界生态的众多环境问题之一。山西省是我国土地退化现象较为严重的地区之一,本文对山西省土地退化的现象和趋势进行分析,以期对山西省土地资源的保护及土地退化的防治、山西省的生态建设提供参考。本研究利用MODIS NDVI数据,气象数据通过空间趋势分析的方法开展了土地退化趋势评价。文章尝试利用植被覆盖和植被降水利用率两个指标,基于不同行政单元与基于像元的分区统计对山西近15年的土地退化进行遥感监测。研究发现:（1）整体上,山西省东南部地区的植被覆盖较高,北部较干旱区和西部黄河沿岸地区的植被覆盖较低。2001-2015年期间,山西86.43%的区域植被覆盖呈增加的趋势,3.08%的区域植被呈退化的趋势,而且零星的分布在研究区的各个地区。（2）基于行政单元和基于像元分区统计两种方法分析植被覆盖的变化情况,结果表明基于行政单元的分区减弱了植被退化的变化趋势,而基于像元分区统计更能明确定位植被退化发生的区域,用于监测趋势变化效果更好。（3）整体上,山西省东南部地区的植被降水利用率较高,北部较干旱区和西部黄河沿岸地区,RUE值较低,这... ",2019/5/1,山西农业大学,cnki81663,"植被退化,干旱|0.5,0.5"
青藏高原湖泊水储量遥感估算,"青藏高原湖泊群在区域气候和水系统中有着举足轻重的作用,但长久以来因缺乏可用数据源的问题,限制了相关定量化研究工作的开展。定量刻画整个高原区湖泊水储量,是近年来高原区气候与环境变化研究中的热点问题,有助于加强理解全球变暖背景下高原区湖泊水体的时空变化规律及其在区域水系统中的作用,从而为制定高原区水资源保护与开发和生态环境变化应对策略提供科学依据。本研究以青藏高原湖泊群（面积大于1km~2的湖泊）为研究对象,以多光谱遥感影像提取的湖泊水面数据及数字高程模型（DEM）为数据源,对不同面积的湖泊通过多种方法估算水储量,获取高原整体湖泊水储量及空间分布特征,主要研究结论包括以下几个方面:（1）基于地形相似性理论提出了湖泊水储量估算模型的构建方法,构建了青藏高原168个面积大于50km~2湖泊的面积—水储量模型,并进行精度比较分析选取最佳模型对这部分湖泊进行了水储量估算。（2）基于湖泊周围地形参数预测1~50km~2湖泊的平均深度,通过面积与平均深度的乘积估算了湖泊水储量,结合168个面积—水储量模型估算结果估算青藏高原2014年水面积大于1km~2湖泊水储总量约9154.76亿m~3,其中水储量... ",2019/5/1,中国地质大学(北京),cnki81664,青藏高原湖泊|1.0
稻水象甲UDP-糖基转移酶基因的鉴定及原核表达分析,"稻水象甲（Lissorhoptrus oryzophilus Kuschel）属鞘翅目（Coleoptera）、象甲科（Curculionidae）、沼泽象亚科（Erirhininae）、水象甲属（Lissorhoptrus）,是一种重要的检疫性害虫。在水稻田主要应用化学杀虫剂进行防治,利用化学农药进行防治,不仅容易引起稻水象甲的抗药性,而且会造成农药残留和环境污染。昆虫的嗅觉识别系统,与其取食、趋利避害等各种行为关系密切。因此,从研究嗅觉相关基因入手,对稻水象甲的气味降解酶基因进行挖掘及其作用机制进行探讨,可为稻水象甲的防治提供新思路。UDP-糖基转移酶即尿苷二磷酸糖基转移酶（UGTs）分布广泛,能够催化糖基化反应,是昆虫体内非常重要的代谢酶。它主要催化糖基基团,使其从活化的UDP-葡萄糖供体中转移到受体疏水小分子-糖苷配基上,从而使疏水分子形成更亲水的化合物以利于高效降解排出。研究表明,UGTs能够降解气味小分子,在嗅觉系统中发挥重要作用,是昆虫潜在的气味降解酶之一。本研究以稻水象甲触角转录组数据为基础,共筛选鉴定出13个稻水象甲UGTs（LoryUGTs）基因,并将13个基因与已... ",2019/6/1,吉林大学,cnki81665,"稻水象甲,环境污染|0.8571428571428571,0.14285714285714285"
舞毒蛾NPV在土壤及叶面的滞留对其致病性的影响,"研究舞毒蛾（Lymantria dispar）核型多角体病毒在自然环境中的滞留效果,以及自然环境中对舞毒蛾核型多角体病毒（Lymanteia dispar Nuclear Polyhedrosis Viruses,LdNPV）的影响因素,增加实际应用效果,将LdNPV喷洒到土壤及叶片上,采用食料给毒法,对舞毒蛾2龄幼虫进行生物测定,研究适宜的滞留时间,结果如下:1.LdNPV 浓度为5×106OBs/mL 在落叶松（Larixgmelinii Kuze.）、油松（Pinus tabulifoimis Carr.）、青杨（Populus cathayana Rehd.）三种林地土壤中的滞留 0d、14d、28d后,舞毒蛾2龄幼虫取食未灭菌的土壤死亡率较高,14d的死亡率较高,土层深度5cm和15cm均能渗透。土层深度5cm处时,取食落叶松、油松、青杨林地土壤的死亡率分别为 96.67%、96.67%、92.22%,LT50 分别为 8.3d、7.5d、9d;土层深度15cm处时,死亡率分别为95.56%、96.67%、98.89%,LT50分别为8d、8d、8.1d。随着滞留时间的增加,... ",2019/6/1,内蒙古农业大学,cnki81667,舞毒蛾|1.0
基于决策树分类的塔里木河下游沙漠化动态变化分析,"运用决策树分类法对1990年,2000年,2006年3期遥感影像进行分类,寻求生态输水对塔里木河下游沙漠化进程的影响.结果表明,2000年生态输水后沙漠化速度减缓,但沙漠化进程仍在继续.沙漠化变化方向主要为非沙漠化→轻度沙漠化→中度沙漠化→重度沙漠化→极重度沙漠化,生态输水后正向变化减小,逆向变化量增加.沙漠化变化区域主要集中在绿洲边缘和河道两侧,生态输水后变化区域离绿洲边缘和河道更近.沙漠化与距河道距离密切相关,距河道越远沙漠化退化越严重;生态输水后,距离河道1km内的沙漠化得到抑制并出现逆转. ",2011/8/15,环境科学研究,cnki82218,沙漠化|1.0
我国海洋生态环境监测与风险管控能力研究,"随着海洋开发和利用的不断深化,海洋环境问题日益恶化,海洋溢油、有害赤潮、海岸侵蚀、海平面上升等环境风险不断加剧,严重威胁着海洋生态安全,影响着海洋经济的可持续发展和海洋生态文明建设。文章选取对我国海洋生态环境和人类生活产生危害较大的海洋环境风险,详细分析了我国海洋环境风险现状及其发展态势,并从环境监测和风险控制两方面深入探讨了我国海洋环境监测与风险管控能力的发展现状。通过与国家需求相比较,提出我国海洋环境监测与风险控制目前存在的问题,最后明确未来我国海洋环境监控与风险控制的重点与方向。 ",2015/4/28,海洋开发与管理,cnki82219,"海岸侵蚀,赤潮,溢油,海平面上升|0.25,0.25,0.25,0.25"
松辽盆地内部地震活动初步研究,"＜正＞松辽盆地是指由开原—赤峰断裂、嫩江断裂、讷莫尔河断裂、南北河断裂和依舒断裂（郯庐带北段）围成的区域。许多学者从背景噪声成像、地质地貌等方法均说明了该盆地作为一个独立的子块体存在。块体周边的地震活动具有20年的准周期性。中强地震前无前震活动,每个地震序列的第1个地震即是该序列的主震,突发性强。在中强地震后,余震序列数量少,持续时间短,且地震活动具有成组性。即在1次中强地震发生后的1年尺度左右接连发生1组地震, ",2018/8/24,国际地震动态,cnki8222,地震|1.0
浅谈沙尘暴,"沙尘暴的形成是气候因子、环境因子和人类活动共同作用的产物。下垫面条件如地形地貌、土壤水分、植被覆盖、积雪覆盖等对沙尘暴的形成具有重要的影响。沙尘暴天气加剧了生态环境的破坏、严重防碍了各项社会经济造成了巨大的经济损失,据专家测算,近几年来,中国每年因风沙危害造成的直接损失达5亿元,沙尘暴的防治已引起政府与社会各界的广泛关注。 ",2012/5/5,黑龙江科技信息,cnki82220,沙尘暴|1.0
地黄对失眠小鼠视交叉上核生物钟基因Clock及Bmal1表达的影响,"目的：通过观察地黄对小鼠学习记忆、生物钟基因Clock及Bmal1表达的影响，探索地黄改善失眠及学习记忆的机制。方法：将60只昆明小鼠随机分为4组：正常组、模型组、阳性药组、生地黄组。除正常组外，其他各组腹腔注射对氯苯丙氨酸（PCPA）以制备睡眠剥夺模型。采用翻正反射实验检测小鼠的睡眠潜伏期及睡眠时间；尾动脉无创血压测量分析系统检测小鼠收缩压、舒张压和心率；Morris水迷宫检测小鼠学习记忆能力；Real time-qPCR法检测视交叉上核（SCN）中Clock、Bmal1 mRNA的表达；免疫组化法检测SCN中Clock、Bmal1蛋白的表达。结果：与正常组小鼠比较，模型组小鼠睡眠发生率无变化、睡眠潜伏期明显延长（P＜0.05）,睡眠时间呈现缩短的趋势；与模型组小鼠比较，药物治疗组小鼠睡眠发生率提高，睡眠潜伏期缩短，睡眠时间延长（P＜0.05）。与正常组小鼠比较，模型组小鼠逃避潜伏期延长较为显著，航行的总路程变长，穿过平台所在区域的次数变少（P＜0.05,P＜0.01）;与模型组小鼠比较，药物治疗组小鼠的逃避潜伏期和行走的总路程缩短较为显著（P＜0.05,P＜0.01）,穿过平台区域... ",2022/2/28,河北中医药学报,cnki82224,小鼠|1.0
雷暴云中冰晶粒子对电磁波的极化作用,"为了研究雷暴云中冰晶粒子在带电情况下对电磁波传播的影响,利用冰晶粒子的介电常数模型和瑞利近似条件下带电粒子对电磁波的散射模型,推导了电磁波经过雷暴云中冰晶粒子区域时产生极化的计算模型,并进行了仿真和分析。结果表明:在传播过程中,电磁波的极化会受到冰晶粒子所带电荷的影响;冰晶粒子所带电荷量越多,对电磁波极化影响越大;冰粒表面电荷分布角越小,对电磁波的极化影响也越严重;电磁波频率和冰晶浓度越高,对电磁波造成的极化作用也越大,影响电磁波的传输质量。因此,在电磁波经过雷暴云时必须考虑带电冰晶粒子对其传播的影响。 ",2017/2/17,解放军理工大学学报(自然科学版),cnki82226,雷暴|1.0
裙带菜水池常温育苗技术,介绍了裙带菜水池常温育苗的全套技术特别是核心技术，即高温条件下黑暗处理配子体，利用对虾育苗池的大水体减小水温波动，幼苗发生后，大大增强光照（７０００Ｌｘ以上）。结果：１９９１年，裙带菜幼苗最大附着密度１ｃｍ育苗器３００株以上，一般１００株以上。 ,1994/10/25,齐鲁渔业,cnki82229,"裙带菜,高温|0.6666666666666666,0.3333333333333333"
马兰庄铁矿排土场生态重建技术研究,"排土场生态重建是采矿迹地生态重建的重要组成部分。为了尽快恢复排土场植被,改善矿区生态环境,马兰庄铁矿采用工程复垦与生物复垦相结合的措施,初步建立了人工林生态系统。根据马兰庄铁矿排土场的生态破坏类型,采取排土场覆土生态重建的模式,对排土场进行分区治理,选取试验基地进行植被恢复与生态重建试验。根据所选植物的生长状况,筛选出刺槐、紫穗槐、连翘、火炬树、沙棘等适宜于排土场立地条件的先锋植物和适宜树种。 ",2010/2/15,金属矿山,cnki82230,火炬树|1.0
空心莲子草的化学成分研究,"用硅胶柱层析和凝胶柱层析对药用植物空心莲子草Alternanthera philoxeroides（Mart.）Griseb全草的石油醚提取物进行分离纯化,从中分离得到7个化合物,通过波谱学数据和已知化合物数据作比较,分别鉴定为2-羟基-3-甲基-蒽醌（2-hydroxy-3-methyl-anthraquinone,1）,2-羟基-1-甲氧基-蒽醌（2-hydroxy-1-methoxyl-anthraqui-none,2）,二十四烷酸α-单甘油酯（tetracosanoicacid2,3-dihydroxypropyl ester,3）,二十六烷酸α-单甘油酯（hexa-cosanoicacid2,3-dihydroxypropyl ester,4）,十八烷酸α-单甘油酯（monostearin,5）,△5,22-豆甾烯醇-3-O-β-D-葡萄糖苷-6′-棕榈酸酯（△5,22-stigmast-3-O-β-D-glucopyranosyl-6′-hexadecanoate,6）,豆甾醇-3-O-β-D-吡喃葡萄糖苷（stigmasterol-3-O-β-D-glucopyranos... ",2009/2/15,天然产物研究与开发,cnki82280,空心莲子草|1.0
2012—2016年西安市白纹伊蚊幼虫监测及影响因素分析,"目的了解西安市白纹伊蚊幼虫布雷图指数的季节消长及环境分布,分析其影响因素。方法使用布雷图指数法,对6个监测点进行监测及调查,对分布类型和容器类型数据进行统计分析。结果废旧物品回收站布雷图指数最高为13.80,各类型容器中废旧轮胎、闲置物品的阳性率分别为3.26%、2.23%。气温、降水量和布雷图指数的相关系数分别为0.863、0.909。结论不同场所布雷图指数有差异,废旧物品回收站布雷图指数最高。废旧轮胎和闲置容器伊蚊阳性率较高。7月份布雷图指数最高,气温和降水量对布雷图指数有重要影响。 ",2017/10/20,中华卫生杀虫药械,cnki82281,白纹伊蚊|1.0
浅谈贝多芬钢琴奏鸣曲《暴风雨》第一乐章演奏艺术,"本文简述了贝多芬一生创作经历,从不同角度,讲述暴风雨第一乐章演奏要领,以及踏板的运用和演奏体会。 ",2011/4/15,咸宁学院学报,cnki82284,暴风雨|1.0
园林快讯,"＜正＞重庆:持续干旱百年一遇园林业凸现亿元商机重庆市园林协会初步统计显示,今年入夏以来的大旱,导致重庆园林业损失超过1亿元。枯死的苗木以后肯定要补栽,对苗木供应商来说,这意味着一个上亿元的大商机。据市园林部门8月18日发布的消息称,连晴高温,重庆植物出现严重灼伤、枯 ",2006/9/30,技术与市场(园林工程),cnki82286,"干旱,高温,大旱|0.3333333333333333,0.3333333333333333,0.3333333333333333"
不同地区桔小实蝇遗传分化研究,"利用线粒体COI基因片段分析3个省份,6个种群,总计66个桔小实蝇样品个体,共得到54种基因单倍型,所有种群共有181个多态位点。应用MEGA 3.1软件对试验所得的66条样品DNA片段进行聚类分析,结果发现:单倍型在系统树中的分布没有明显的地理分布族群,遗传分化程度较低。 ",2010/6/15,西南林学院学报,cnki82287,桔小实蝇|1.0
基于洪涝适应性的城市弹性景观研究,"近年来,城市的洪涝灾害日益严重,如何通过景观途径来缓解洪涝灾害,已成为目前业界热议的话题。2010年弹性景观理念的提出使人们对景观规划的研究有了新的方向。在对基于洪涝适应性的弹性景观的概念进行梳理的前提下,通过学习国内外基于洪涝适应性的弹性景观的规划经验,探索与归纳了面对洪涝时弹性景观的三种适应模式,并根据这三种模式提出了基于洪涝适应性的弹性景观的规划策略,以期为相关规划提供参考。 ",2019/10/6,园林,cnki82288,洪涝|1.0
63例入侵红火蚁蜇伤的临床分析,"目的进一步了解入侵红火蚁蜇伤人体后引起的一系列临床表现,并对蜇伤经过及原因进行分析,提出应急处理方法和预防措施。方法对我院2009年3月至2011年6月收治63例红火蚁蜇伤患者的临床病历进行回顾分析整理。结果显示从蜇伤引起红肿水泡,脓泡开始到症状完全消失痊愈大约需要20d左右的时间,轻型患者32例,重型31例,63例均痊愈。结论红火蚁蜇伤人体皮肤后,受伤部位很快产生中毒症状,过敏者会发生全身性反应、循环障碍、休克甚至死亡,治疗以大剂量糖皮质激素为主,加用抗组胺类等对症处理,及时内科综合性治疗,预后良好。 ",2012/4/10,中国医药指南,cnki82289,红火蚁|1.0
果树病虫害防治存在的问题及对策,"在果树种植过程中因受多方面因素的影响,导致频繁出现病虫害问题,影响果树年均产果量,对果农经济收入也有极大的影响。针对此,必须采取适当方法进行病虫害防治,有效提升果树年均产果量。本文就果树病虫害防治出现的问题进行分析,然后提出有效的解决措施,以期提升果树病虫害防治的有效性。 ",2017/9/20,乡村科技,cnki8229,病虫害|1.0
大口黑鲈的营养需求研究进展,"＜正＞1大口黑鲈的养殖状况大口黑鲈（Micropterus salmoides）,俗称加州鲈,原产于美国加利福尼亚州,隶属鲈形目（Perciformes）太阳鱼科（Ceutrarchidae）。大口黑鲈于1894年引入我国[1],由于其具有生长快、病害少、耐低温、肉多刺少、味道鲜美、营养丰富等优点,已成为我国养殖的主要淡水鱼品种之一。目前,我国大口黑鲈的年产量已达16万t,大口黑鲈养殖区域主要分布在广东顺德和南海、江苏吴江和南京、浙江湖州、四川等地。广东大口黑鲈养殖面积已达2 600 ",2013/11/1,养殖与饲料,cnki82290,大口黑鲈|1.0
水杨酸调控芥菜芽苗生理及褪黑素代谢研究,"为探讨水杨酸（SA）处理对芥菜芽苗生理及褪黑素代谢的影响，本研究设置喷施SA处理，并以喷施蒸馏水为对照，研究发芽期间芥菜芽苗主要生理生化变化，并利用实时荧光定量PCR（qRT-PCR）技术研究褪黑素合成关键酶基因表达的变化。结果表明，SA处理抑制了芽苗生长，生物量显著下降（P＜0.05）,电解质渗透率、游离蛋白质含量、总抗氧化能力、谷胱甘肽过氧化物酶活性以及褪黑素含量均显著提高（P＜0.05）,发芽4 d芥菜芽苗的褪黑素含量达42.75 ng·g-1 FW。SA处理后，芥菜芽苗BjTDC 1、BjTDC 2、BjT5H 1和BjT5H 2基因的表达水平均不同程度上调，这与褪黑素含量变化趋势一致；而BjSNAT与BjASMT基因的表达与褪黑素的合成相关性低。综上所述，SA处理芥菜芽苗是富集褪黑素的有效方式。本研究结果为生产富含褪黑素的功能性芽菜提供了理论依据和技术支撑。 ",2021/12/11,核农学报,cnki83405,芥菜|1.0
厦门组建红潮监视网,"＜正＞ 由厦门市环保局联合厦门环境监测站、国家海洋三所等厦门三家涉海部门组成的厦门海域红潮联合监视小组,对厦门海域进行三天一次的采样,以对海域中可能引发红潮的各种指标进行重点、快速的监测。 ",1998/8/15,海洋信息,cnki83406,红潮|1.0
改性粘土对球形棕囊藻(Phaeocystis globosa)和东海原甲藻(Prorocentrum donghaiense)的去除作用,"利用改性粘土去除藻华生物是目前有害藻华应急处置最常用的方法。本文研究了六种铝盐改性粘土（PAC-MC、PAFC-MC、PAFCs-MC、AC-MC、AS-MC、PAS-MC）对藻华生物球形棕囊藻（Phaeocystis globosa）、东海原甲藻（Prorocentrum donghaiense）的去除效率,考察了悬浮液pH、改性粘土颗粒表面电位及粒径分布等因子对去除效率的影响。结果显示:不同赤潮生物由于生物特征不同,其去除效率存在较大差异,PAC-MC、PAFC-MC、PAFCs-MC对东海原甲藻有较高的去除效率,但对于球形棕囊藻去除能力较差;AC-MC、AS-MC、PAS-MC对两种藻华生物均有较好的去除效果,但对水体酸碱扰动较大,在pH敏感水域应注意用量;对于同一种改性粘土,提高铝离子含量、增加改性粘土浓度有利于除藻效率的提升;自絮凝程度越低、表面正电性越强（或负电性越弱）、悬浮液pH值越低的改性粘土,除藻能力越强。本研究进一步为改性粘土应急处置有害藻华提供了参考。 ",2017/9/15,海洋与湖沼,cnki83408,"原甲藻,赤潮|0.6666666666666666,0.3333333333333333"
2018年春季一次严重冻害过程分析,"利用micaps高空、地面资料及EC再分析资料等,对2018-04-07—2018-04-08发生在山西运城的强霜冻大气环流形势的调整与演变、气候背景、天气特征及气象要素等方面进行分析研究,并对网格化指导预报进行了分析,结果表明,霜冻前期,影响运城市冷空气势力弱,气温持续偏高,降水偏少,使果树花期较常年提前5～7 d,导致农作物受冻害严重。霜冻天气出现前,500 hPa高度场经向度加大,西西伯利亚槽加深,乌拉尔山阻高建立,引导极地冷空气南下,受脊前槽后强冷平流影响,山西运城出现50年一遇的大范围冻害。这次大范围冻害,是由于果树花期受到强冷空气影响,平流降温与辐射降温共同的叠加作用造成,地面最低温度达到﹣6.9℃。智能网格预报产品能很好地预报出气温的降温趋势,尤其是04-07的强降温,13个站02:00和05:00的预报和实况都十分接近,对预报员及决策气象服务起到了很好的指导作用。不同地势对霜灾的影响程度不同,辐射降温后形成的冷空气向低洼处流动,导致地势偏低处冷空气堆积,霜冻越严重。 ",2020/10/22,科技与创新,cnki8341,霜冻|1.0
阴生和阳生环境下空心莲子草叶片快速叶绿素荧光诱导动力学的比较,"为了探究空心莲子草对阳生和阴生环境的适应性,对两种光环境下空心莲子草叶片快速叶绿素荧光诱导动力学进行了分析。结果表明,两种光环境下的空心莲子草叶片快速叶绿素荧光诱导动力学曲线（OJIP曲线）存在明显差异,但其PIABS却无差异。阳生环境下的空心莲子草具有相对较高的Sm、ψo、φDo、φRo、ETo/RC、DIo/RC和REo/RC。而阴生环境下的空心莲子草则具有相较高的TRo/RC、RC/CS、ABS/CS和TRo/CS。这表明,阳生环境下的空心莲子草可通过增大PQ库容量和PSI活性来提高光合电子传递链的电子传递效率,并增强热耗散能力以消耗过量吸收光能,从而防御了强光对光合机构的伤害;而阴生环境下,空心莲子草可通过增加单位面积中反应中心数量来增强对弱光的吸收与利用能力。 ",2020/7/15,井冈山大学学报(自然科学版),cnki83413,空心莲子草|1.0
三裂叶豚草的研究现状及防治策略,"本文概述了外来入侵植物三裂叶豚草的起源与分布、生物学特性、生态学特性、危害现状和防治措施,分析了研究和防治中存在的问题,提出研究展望和防治策略。 ",2021/3/15,吉林林业科技,cnki83414,"三裂叶豚草,豚草|0.5,0.5"
初夏吉林省一次大雾天气的数值模式预报效果检验,"利用常规观测资料和EC、GrapesGFS、GrapesMESO、NCEP以及Japan等数值模式预报产品,分析了2020年6月10日吉林省一次大雾天气的天气背景,着重检验各个数值模式对此次过程的预报能力。结果表明:本次过程吉林省受高空冷涡底部偏西气流控制,地面位于弱高压后部,晴空区利于地面辐射冷却,湍流较弱,风速小,上干下湿,有利于近地面逆温层的形成与维持以及水汽积聚凝结成雾。各个模式对地面能见度的预报数值整体偏大,优势各不相同。各模式对于相对湿度和边界层探空结果的预报效果好于能见度预报,对大雾天气的出现具有更好的指示意义,但底层风场预报偏大可能会低估雾的强度和持续时间。因此,对于这种局地性的浓雾或强浓雾天气,不能仅局限于能见度预报产品,还要综合利用实况监测及更多的模式产品,拓宽预报着眼点来提高大雾落区和强度的预报。 ",2021/6/15,气象灾害防御,cnki83415,大雾|1.0
